OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
+,8185,4851,8371,9491,5048,9761,6337,1393,3295,6255
+,6966,1251,6823,4024,4832,3671,7845,671,7439,7100
+,5964,9863,6287,6347,979,3616,6312,2167,4081,9597
+,7525,7978,6892,2813,6846,3892,5007,6977,6272,8602
+,452,792,6696,8883,1653,5360,6223,8591,2780,992
+,2700,2589,9053,2608,6482,591,3609,8848,3658,9646
+,9758,9213,7221,2140,6759,5224,6268,2459,9439,2525
-,4918,931,8869,4134,436,8278,3252,6194,9188,3636
+,3147,322,4762,5468,5986,9161,8441,2636,7280,3188
+,893,4671,7076,1529,5887,974,8755,7927,6182,9183
+,7865,3739,4244,8706,2418,9393,2625,2072,6733,1852
+,9208,6658,6559,8156,1610,3494,8282,1472,1526,955
+,4315,8635,2263,4206,1389,656,5880,6307,6869,7445
+,3806,662,8490,1289,8264,9023,9589,669,8020,3100
+,3819,4277,719,4391,8623,5687,4885,1632,3750,8601
+,3205,7622,1388,6479,5061,183,8739,7768,2689,5712
+,7309,5657,3232,5182,7399,4207,9210,8432,4244,7623
+,4712,8473,2196,8117,5576,3303,1794,9567,4521,4022
-,9906,4934,2042,8934,617,1272,5831,6365,5001,9614
+,9445,9303,6385,7469,6300,584,7325,3643,8884,6106
+,2251,5455,6603,1800,7487,5040,2719,7507,6185,4889
+,1055,8263,8638,813,6659,6763,2690,922,4838,1185
+,6884,8652,9799,5220,186,1104,1209,4998,9272,490
+,4378,8295,3340,7227,4953,669,5213,3853,2225,1716
+,7319,1799,2829,5667,3072,5445,2654,7033,9099,6532
+,9815,6531,380,5685,5320,5748,8876,2304,9414,1173
+,6916,7223,7029,766,8477,3060,6653,9224,3029,9989
+,3995,7055,9145,6367,7566,139,2563,7009,8489,5732
+,2811,4114,9016,2831,4719,4817,7750,3197,3060,1934
-,7286,3586,7877,4917,7421,2664,5908,3621,8127,6232
+,7884,5605,5203,9104,661,2208,3633,3764,2223,3021
+,4675,3326,9579,2343,122,1796,8697,1747,635,7709
+,1875,3348,6317,6861,299,8835,663,6354,909,5846
+,3700,7093,9322,2132,2353,5061,5261,7298,6089,1869
+,303,9131,988,5796,2634,8718,9312,4988,4096,4708
+,8017,2656,2891,3226,3891,8191,9081,7516,4774,6126
+,8498,6314,997,6104,5392,5980,163,9008,4311,3420
+,121,2167,8930,241,7327,5652,1791,3180,8084,9728
+,4688,2546,164,4646,8638,1169,1848,3589,9690,1619
+,9900,9647,9179,2516,5429,4573,3078,3934,1343,8401
-,2118,9782,3034,6991,4977,2642,3556,7815,5700,2319
+,8046,7215,1092,3055,3853,1689,5921,7810,3592,3711
+,1370,1855,6724,8447,8518,6287,714,8331,2267,5092
+,8134,6352,8432,7790,9690,6470,4280,7252,2916,8399
+,7879,4252,9224,4517,2146,5650,671,2332,5513,7482
+,3494,2774,7717,7552,1713,3484,6942,4805,1769,2693
+,878,7660,8291,9591,151,3524,1201,852,9256,1304
+,7651,7325,3825,6390,6969,7964,6652,4151,9301,6035
+,4930,8372,9417,370,3908,3544,7106,459,8800,5098
+,95,6000,1404,8385,4487,1465,5741,8331,1136,6492
+,8412,3205,3234,7053,2343,9998,1036,3263,5614,2913
-,6969,1905,5999,3381,1572,8596,7682,6640,8879,2953
+,2281,9829,4170,6738,5573,8574,4833,1384,1042,9916
+,7970,4384,928,5757,2534,3493,4889,9169,5787,9122
+,4744,4171,5538,42,347,2255,8460,3695,2344,7539
+,1315,360,6457,8129,4090,4571,346,2151,2385,4171
+,1142,4877,4285,5995,2071,732,3880,6233,6864,4705
+,9065,9156,6388,423,8043,2094,443,7998,4950,9709
+,2889,4484,1678,1469,9311,2472,3999,8122,9300,3531
+,5193,2885,6500,2489,8850,882,4172,8013,6740,2103
+,3745,9042,918,8700,3894,7815,8154,4859,488,7730
+,8110,6511,7533,3482,2985,2851,5226,4832,2842,1843
-,3905,5132,219,6634,1971,4068,9393,8660,3455,3686
+,6986,2477,4845,999,3298,4397,1112,8095,9243,4372
+,2176,3056,3893,7003,1688,425,5843,4473,3817,1342
+,912,1101,4029,529,7130,5597,7750,8349,8057,2601
+,7171,2011,4486,8992,3672,3050,9626,2326,8254,6523
+,3355,8903,5041,48,573,5532,4097,3489,9676,6076
+,3493,6737,2680,7084,5682,9706,969,921,9802,3004
+,4446,3900,2047,7847,6914,4838,2961,8062,1207,6310
+,5805,9954,7481,9115,2506,1513,2139,5205,4114,1473
+,6857,1194,5826,5607,456,2412,6571,9889,9736,5723
+,3220,6049,6443,7922,8573,2901,4833,8467,1472,3921
-,7504,4713,2297,9244,1791,4827,6108,6769,2126,7603
+,9335,4441,8298,8501,2104,1466,4017,1159,5960,1380
+,9127,3719,314,923,7511,5069,994,447,2671,4975
+,7248,694,1947,8407,5635,3103,2929,765,519,2494
+,2469,420,5062,587,7431,7471,1623,8472,1572,9578
+,3269,5183,7227,8834,2195,8002,9196,124,5381,7722
+,1856,2389,5074,3259,4473,7054,103,2371,4608,9894
+,4204,7298,2546,9609,9697,12,4400,3394,7321,9164
+,9792,1912,6672,7130,9342,3424,9250,3509,852,7406
+,5458,4344,8860,5416,1222,6524,6034,9753,9673,1575
+,9995,3302,5476,1906,1414,6635,7372,2735,1480,5785
-,277,3542,6486,2959,9899,3589,3519,9700,811,9331
+,9709,3244,2049,2211,3743,9266,5113,3595,7452,4554
+,8104,9678,5973,1188,9667,9065,6733,8306,4909,7695
+,8844,3117,7331,4185,3347,5076,1801,8049,7918,2809
+,5385,2876,7799,1944,8370,7537,930,1466,8168,9759
+,5163,5260,5067,4392,6466,3574,6536,3120,898,1628
+,2656,5057,7535,9518,6010,7363,4712,9848,385,1728
+,8650,1928,7349,744,88,8593,723,9285,3371,7785
+,7711,6401,8061,9033,4215,9093,3108,7304,3898,6832
+,9743,7751,1042,3555,7911,8259,4325,4395,8332,6436
+,5129,8251,3009,7472,2485,7918,8618,5977,5701,2062
-,226,2092,3741,6023,7299,3820,5507,9794,9278,7064
+,4731,1783,1152,9227,1910,1641,2217,1329,487,6623
+,8904,3550,5869,1620,434,4599,1480,7489,6058,1903
+,6214,5218,2859,772,4948,3067,6293,4904,2294,1313
+,9294,364,2604,6218,8609,5188,5195,9063,2212,374
+,9073,4682,7871,551,2684,6540,3159,7539,548,3601
+,5008,5966,2566,6813,2850,1802,9468,8950,9624,5644
+,1771,1545,3052,4479,8727,1142,7882,3018,4311,2616
+,9078,7306,2739,2403,6617,4581,3871,2923,9485,3940
+,8010,7474,4067,4711,3112,994,9059,9163,5848,5170
+,1900,4334,250,7830,3022,252,2663,9678,6946,4627
-,7309,5657,3232,5182,7399,4207,9210,8432,4244,7623
+,7550,9175,3073,3510,6551,3889,2721,4605,7320,1301
+,5313,1046,7472,9117,9561,7818,2259,6719,9506,5877
+,1971,9938,2992,889,9443,1467,3265,6421,57,2308
+,3184,2805,7766,5879,1158,1474,5776,2537,6827,5335
+,3053,5649,1536,3726,4310,9502,2752,2974,4048,5181
+,8418,1626,7690,5511,7262,9840,6695,6310,954,9089
+,2168,3767,1632,3756,9554,9689,2392,4817,3997,370
+,2200,6037,1151,5941,6874,2663,6099,5997,5692,768
+,6831,4325,6206,9656,9490,7663,6116,8687,5430,6435
+,3943,8079,8088,9371,1684,4772,7203,1335,6636,6826
-,5664,3856,9729,8236,3342,6021,5485,993,5746,617
+,4523,8992,5549,1274,7836,8142,3770,1068,9964,3584
+,2866,6941,8478,1678,5802,1761,79,2236,7779,8933
+,7380,3892,9410,8818,9376,5777,9638,107,7587,9430
+,43,9593,9468,6728,8455,7824,8650,9674,3177,3363
+,9780,5432,8295,4717,3284,7465,9953,6231,9895,7165
+,9079,8529,554,6506,5701,4651,2891,1535,9960,3502
+,1097,8040,618,1695,8456,227,3664,5733,282,9669
+,6502,4426,9237,483,815,7740,8612,25,6252,4776
+,9270,8873,9335,2671,8883,1086,6589,8077,6683,7356
+,904,1612,7146,4188,9994,9366,8198,1660,788,1622
-,8969,4386,8341,2612,8738,3788,3580,3883,1790,2181
+,9978,2481,9091,9609,3380,7536,9840,3045,9031,1556
+,7059,666,8313,9026,6204,985,5516,9551,8302,548
+,5136,6807,4470,9762,9472,5605,1237,7044,2776,4192
+,7808,7456,7566,6203,4098,4768,6109,9354,5628,5400
+,2205,7269,96,940,6624,7182,8563,9255,4702,1867
+,5195,1041,8401,2876,791,6950,4224,5545,1638,1796
+,9488,4070,8353,3954,3905,3043,8974,6676,7890,6231
+,6536,4861,1327,3873,385,995,1179,5355,6966,2688
+,936,8264,7371,336,5340,5354,6909,4966,7400,1713
+,4272,2503,4269,2447,9641,4973,2834,5255,4129,2746
-,7172,4060,4603,4559,2874,5087,202,5145,9301,4593
+,7941,3516,1856,5351,5875,1003,247,4694,9113,486
+,1954,4650,6589,8009,6591,8090,977,3193,4002,8160
+,4461,2847,826,2478,4855,2937,1731,497,2425,2378
+,1441,2194,7126,8348,2744,2018,6044,7449,7600,9176
+,7393,2261,216,6668,6495,7168,7305,3962,9121,8009
+,2964,529,4647,2960,7899,7239,7715,5593,7979,348
+,3035,2099,625,6462,4829,9927,2024,1210,3258,2537
+,534,1633,2302,146,6383,6890,2730,3017,24,225
+,8027,5986,658,4561,9534,9083,2230,4774,4625,7436
+,7211,8988,7403,6789,9078,1163,9390,8411,4523,1759
-,4520,4722,7831,3733,9525,7358,4971,6466,5316,9679
+,112,2593,8966,5702,2190,1244,5177,3109,494,9759
+,3308,7635,254,6261,8387,9537,1115,8919,5645,6469
+,7299,5733,1019,8411,8448,2619,3577,6855,1036,8207
+,1977,2240,9632,6260,7627,2440,4718,7799,2932,3802
+,9259,1951,1445,9276,6353,5518,2351,9813,6344,1026
+,5886,8629,343,3678,2752,2318,4623,3981,1761,1223
+,9942,9883,9304,7903,444,6699,6760,7384,9999,1645
+,3097,2727,8969,3525,6946,4240,9314,1179,1980,8611
+,1283,2975,94,3309,9317,2516,6144,8725,6648,3533
+,4760,632,7894,8054,4481,6195,1000,6373,3158,233
-,9454,4930,6836,4762,6418,5985,1598,4009,6862,3889
+,3382,7964,7535,5700,3899,635,5226,5465,8867,9140
+,4901,2796,1893,3867,487,9717,1504,5180,3915,2550
+,74,7869,8071,8539,3112,3822,8930,4696,8237,2703
+,1841,6046,445,8491,7116,9150,8614,8207,2049,1568
+,447,3623,9692,8992,4740,9151,6885,7946,2805,5461
+,355,3677,1975,6940,9076,1495,9282,748,9354,41
+,7117,7494,200,8486,2605,4105,6232,9921,1586,7347
+,9034,2597,8114,8276,638,1789,4230,1247,470,2461
+,4455,3553,8184,4472,7517,5681,2114,5792,8097,2699
+,8175,9219,5329,2835,7708,9456,7417,9093,2563,6893
-,2430,5106,232,80,4659,220,7823,7179,531,3657
+,1911,2904,4162,7767,6932,5662,9568,8710,7408,9885
+,2687,9652,8385,1519,8076,6876,5959,209,6285,1060
+,1474,4673,197,9841,6300,9912,1201,9128,3852,536
+,4248,9936,882,9414,9965,5295,2131,7466,5376,630
+,9881,6230,3958,5746,3236,6417,7908,9256,6610,2916
+,5552,6631,2414,1778,5657,3576,3626,3699,8933,840
+,8579,7393,575,3879,1487,9224,3607,327,3000,9171
+,9943,8734,4441,7112,4091,4051,9019,6361,5782,7402
+,7019,5933,9636,6636,6107,8794,3063,861,2916,8850
+,5667,986,9215,5992,9689,807,5444,2250,7330,8033
-,8650,1928,7349,744,88,8593,723,9285,3371,7785
+,3229,2642,7568,3817,9397,8561,1784,4898,3053,1342
+,2411,1998,9350,6516,5130,9033,5789,6089,9742,1812
+,9089,8831,5951,9106,8216,870,7083,6894,6215,4351
+,4325,2772,3733,1833,2340,1124,2382,2258,4096,888
+,1850,7858,4522,1184,9277,688,1872,1634,5138,9637
+,8222,6698,9950,2631,1226,2881,7215,1700,9326,1503
+,1065,3216,118,2015,3254,6510,9153,9569,6134,2571
+,6381,3643,9483,2612,1004,2859,3645,1518,1802,3014
+,2778,6655,59,7047,2452,4911,494,2829,295,4394
+,6114,8206,2594,9234,9303,4645,3712,8290,9350,4709
-,9810,8746,6998,4229,8855,5612,3261,4093,945,1993
+,2439,6156,8211,9462,6861,2285,5743,5587,6232,6656
+,4415,7076,8480,2293,8460,4301,6888,4668,5610,3743
+,5932,9077,1727,7693,1900,8993,4021,4325,9860,625
+,2431,3934,290,6696,5399,970,2556,2658,394,4342
+,6066,1524,2726,5173,8048,651,3726,6136,4987,2944
+,9128,6477,8788,3685,6785,7668,101,2709,4746,2744
+,8841,4365,5985,338,1662,1784,7590,6010,5104,8724
+,2970,1654,5150,294,6125,8975,5501,7421,804,5684
+,3610,6213,297,3811,4105,6891,3401,2435,1220,8298
+,5439,7306,955,9824,2145,8560,9665,4688,1841,3186
-,7494,3129,3690,9468,4953,8602,3793,4447,9414,1221
+,9829,8425,9414,737,8369,3381,4773,1083,7734,8680
+,9561,8465,5067,49,8996,8064,6512,2985,4110,9521
+,289,6795,588,2575,2414,9168,1688,7728,5395,8397
+,7644,9644,2888,9232,312,9340,8423,7087,9642,5274
+,1308,8212,6527,6898,7886,5945,8551,6253,1856,7968
+,17,8536,9445,9608,8368,1273,9218,3055,5163,3008
+,2516,390,2981,3332,9007,703,3805,8455,5043,6470
+,5995,8875,6114,9359,9317,709,3184,9,1913,2534
+,3643,4477,507,3926,1176,4561,9951,6962,3851,6399
+,7595,6686,4814,8161,6072,7408,9252,2521,4278,6172
-,1033,942,6108,8640,2571,5645,6629,4260,5197,5937
+,8819,2618,784,3194,7692,6049,6142,4597,9685,3650
+,3046,1602,7811,8905,377,7138,2442,9568,2522,7618
+,1602,3284,2658,5557,2802,8142,7572,753,9135,5777
+,2413,3680,3522,3144,1337,4490,3876,5916,9641,248
+,6341,1362,6236,3196,9740,4970,3908,2200,9485,2525
+,2370,8467,8467,3814,8577,4583,1748,8268,9346,5757
+,2515,3787,1612,7340,7006,6641,1070,6602,3210,3783
+,6826,3785,1248,9480,4942,6367,4261,9680,6688,856
+,1591,6427,294,7206,1984,5899,2584,6628,6233,4521
+,7544,9641,9585,9617,3092,3172,1784,7248,8932,8968
-,829,742,303,1043,4913,4244,6448,8724,9358,1322
+,7579,5690,7189,3745,3060,9875,4416,6488,3645,4807
+,6251,7503,4208,6669,9274,628,8208,9076,4382,9903
+,7010,9624,7745,4971,91,3464,610,7108,9353,6902
+,1114,351,3645,4527,6555,5622,6175,1365,5425,3219
+,6181,9285,1010,3708,2711,5948,8259,7856,4609,1139
+,5024,8590,5743,3466,9683,2826,3530,6150,1268,5968
+,9392,6556,4855,605,6752,8917,7699,4678,5297,4243
+,7429,4474,7885,4862,4505,5497,5115,7238,2685,5166
+,2044,2913,7145,9384,9548,1136,3875,7461,8933,2950
+,4747,7386,7727,3363,5965,8885,1212,257,301,2971
-,3643,4477,507,3926,1176,4561,9951,6962,3851,6399
+,4108,542,772,6219,3012,2658,8922,5093,6983,2575
+,8368,8349,6864,6823,3630,4418,3373,3901,4017,2765
+,8257,2081,4680,1637,4736,1752,6332,1088,1501,1891
+,6387,5564,3190,7965,8181,2294,5013,1868,4519,532
+,7308,7199,9159,6255,2176,3014,5158,8704,4361,2081
+,3373,9734,9254,1752,1295,2884,1170,3127,6297,6918
+,5409,33,2436,7962,9687,8283,4722,5058,2590,2116
+,3148,337,4839,3804,2533,1174,5788,8773,7877,876
+,382,6762,2361,9329,3955,2188,3761,2592,4645,7725
+,1570,1121,3895,35,4329,1724,2192,3358,2076,7853
-,9027,8440,5539,7218,184,7207,822,5991,2197,9250
+,7619,2264,7481,5037,3025,1884,6430,9197,9147,6991
+,9607,1100,9535,9611,1513,342,6380,9543,8214,6449
+,5335,445,2027,9164,8857,3377,747,2005,1522,7132
+,5455,2732,7922,7951,2521,3722,5050,6004,7712,2853
+,2930,8725,9157,4701,9900,2894,3900,8096,3129,6447
+,5434,4171,4399,7921,1503,7970,1511,1257,5188,3155
+,1665,5550,950,7375,6010,427,1487,1121,844,3558
+,7702,3435,4646,7855,1731,3397,5103,5055,5847,6821
+,2288,3496,6166,2888,2558,5348,3844,4538,5080,6126
+,3356,4257,6564,7725,2920,4896,1698,7685,6836,4608
-,4220,9675,8205,8002,2254,4570,7543,9563,2553,1086
+,8153,7136,5273,189,8401,1541,7848,5599,4212,3853
+,956,4481,7640,7203,8806,2923,9544,9846,9535,7419
+,25,1450,1271,7239,5533,2418,2559,2058,413,372
+,6881,1678,3482,1198,2176,7645,8005,3268,4802,5035
+,698,2888,4356,5075,5225,4456,7757,5918,9785,5548
+,6749,1217,9740,4234,417,4275,8963,7290,1225,5965
+,754,5959,1693,1023,5234,6216,609,5203,8099,4464
+,8427,6934,7441,4603,4561,3906,2765,5399,7435,8440
+,9153,4246,5796,6399,6558,9388,4573,3404,3913,788
+,156,7373,7047,8364,3445,2484,857,1084,8722,100
-,9875,8248,8149,6023,1706,1373,6059,9385,3361,5751
+,1997,8801,7315,5019,5833,9223,3924,9324,8999,7530
+,5681,6948,6762,1733,3125,6291,2296,2298,6096,5181
+,1351,7090,743,5225,8292,9355,3162,3855,4129,332
+,3263,9995,3942,1330,4343,5993,7681,3909,8285,4819
+,4959,7098,3768,4353,8589,421,919,5227,3218,3575
+,9857,1067,3893,6667,4400,4840,5617,8846,2911,8403
+,4638,6684,2694,4195,9651,9600,9316,9064,226,6909
+,8025,124,5332,8037,5431,4032,8014,8228,1335,5219
+,4684,2719,1604,1574,285,7044,7731,9347,4752,1115
+,9375,9969,1493,5830,7163,7934,6455,6140,7948,3480
-,35,3316,8054,4602,2477,5058,6662,3049,8124,6601
+,653,9553,349,7910,577,1263,9851,7541,8907,3499
+,1385,8255,7789,7309,939,3407,8847,5991,6660,6358
+,8616,1790,6918,6873,3639,3002,9063,3598,2408,9361
+,2507,9726,6126,913,2170,4715,3110,7266,4667,4875
+,9204,204,3416,8175,6248,2548,4926,5342,2988,1145
+,3996,7081,2733,6269,7911,308,565,1370,6877,2148
+,6450,8849,4184,5572,3594,7916,7210,5325,3235,7989
+,3240,3982,6431,9826,7893,1590,5763,9215,2631,2656
+,1130,9082,3323,1332,4493,558,5200,1895,3955,1600
+,5757,2734,307,4448,8023,2446,4018,6534,6810,9409
-,1396,1357,3986,4212,4637,3632,2650,7122,5052,6039
+,3284,3991,3042,8847,787,2367,3658,5364,2976,3210
+,357,4209,1311,3260,5369,9173,2816,6657,1276,3615
+,4262,4094,7437,1283,8437,7395,9259,5033,6462,6445
+,5126,3915,4199,2229,1126,1051,670,7515,6991,6640
+,4548,6925,1527,6047,8922,5002,5180,4279,2745,4359
+,1908,4732,4404,4935,8742,8067,8824,2690,7893,9494
+,561,6593,9334,6658,8648,6308,703,179,6723,213
+,9464,2883,9624,9341,4956,7822,1345,8637,1620,4726
+,2662,5626,9310,9771,9416,8750,8843,6470,7882,3583
+,6767,5305,3926,916,6470,4353,4758,2515,3154,9645
-,9213,2613,1828,6700,6434,6948,2677,2927,4572,2133
+,5821,3520,1651,9557,8344,5241,3053,5436,2638,9961
+,8379,536,9645,7299,6412,7005,4516,7093,8945,3748
+,4097,8220,7509,9096,7085,9207,8645,9096,8556,3653
+,4345,8731,9323,1513,8566,1967,8094,8491,740,5689
+,7913,86,3142,9198,740,3124,5861,5931,602,3973
+,5040,9505,5305,5543,1719,5109,3007,3138,5557,5054
+,5975,1552,4246,9180,110,1256,9666,5509,7899,824
+,2149,8381,7049,1491,1326,8548,4547,3592,2809,4543
+,8715,7377,7829,8348,2982,9568,8501,6833,3429,5832
+,1149,731,5287,9574,8999,5674,5336,836,4572,6131
-,502,1014,2927,1250,7998,9180,9384,6519,6488,392
+,6141,6027,5280,6192,4524,9658,7001,5305,4071,1134
+,4121,6886,7259,9917,6534,5554,845,2451,7874,7763
+,2405,1561,3393,7990,9588,8295,8967,3637,6212,2438
+,1476,2683,5816,4582,814,8218,3374,4001,5942,6429
+,5859,5677,6904,545,9787,1578,9081,8484,3986,6463
+,5034,5868,5900,6204,3356,1305,5274,7470,9108,5795
+,4549,5838,171,4225,2173,8989,4213,2458,3936,962
+,2605,2645,4565,1425,7951,9839,8734,5601,1990,6674
+,9868,6821,4850,950,6024,8408,3748,3290,9033,4592
+,1822,4179,1076,9891,5954,1478,2872,4371,4434,7177
-,6936,1111,212,2970,9626,7902,596,5097,5468,9360
+,1155,3179,2306,2732,8813,9904,1145,5745,5008,8123
+,7214,1740,6008,2837,9555,7753,1558,7923,7853,9131
+,104,9433,6195,8590,9128,6269,2614,2203,4981,4533
+,2313,1412,3272,6798,1162,8685,2438,9600,8313,2023
+,4380,2429,5902,5784,6963,5794,6795,5987,3767,8506
+,4678,8675,1546,1334,5027,2743,9449,3660,317,3483
+,3309,8812,6162,5045,979,5646,9903,670,3720,3494
+,5354,5652,9996,3029,8533,8972,7963,7000,2727,9822
+,3621,6826,8697,2129,8657,5353,4751,2811,4392,1609
+,1108,3693,3406,4145,2329,602,9623,8797,1826,8674
-,2098,3498,8921,7053,6127,9978,8893,2012,2309,675
+,935,6391,8934,7853,8890,4099,3201,1894,7753,4885
+,1002,773,7198,3553,636,4317,1119,648,540,2958
+,6630,7753,3708,3077,4579,4414,4761,1610,7306,9166
+,6819,2307,3424,7510,1961,2143,6821,9503,9606,43
+,8891,8511,6007,1363,9125,8511,2123,3002,6201,7754
+,3011,7559,2009,2386,788,8198,2449,7374,1936,5163
+,236,7045,2069,6980,7715,525,4093,4531,17,1247
+,467,4369,8134,2753,3056,6613,5810,4219,709,3234
+,7779,8433,4250,6488,197,2488,2870,7016,3978,3982
+,6742,2739,6997,6163,8941,4766,958,7358,8753,7805
-,7736,2023,6913,6770,9641,9825,3592,1138,9280,6408
+,3486,4467,8935,4607,7932,1380,3764,8140,1116,1494
+,4952,2409,6176,8251,6305,9550,7283,4956,9192,7843
+,3234,3992,9240,3419,2946,3984,3730,9383,3429,8112
+,8570,6380,692,9143,5692,3455,4697,3945,3425,7355
+,1836,5618,5705,4470,6084,9640,2208,7076,4348,6737
+,2387,490,877,8347,4806,7966,3951,5285,4726,518
+,4104,5213,4730,1259,5607,5005,1005,8409,6851,4753
+,5099,9308,4617,133,941,2117,3440,3412,267,1799
+,8810,1551,6588,3029,7673,1729,6968,8349,3215,2475
+,1008,7719,8060,6940,9296,3238,9608,9396,4374,8633
-,3832,5784,962,2115,9213,1022,7319,8120,774,6016
+,7701,3947,6178,800,408,9972,8181,9973,6563,291
+,8522,784,5781,4849,8703,3090,7300,342,1383,7653
+,3998,5195,1473,9774,1953,8537,9190,3155,2513,1339
+,9324,7649,5057,7066,3646,6093,3213,6559,6727,7319
+,7895,5923,1067,6512,9892,1723,6794,7558,6550,6848
+,9839,2345,6397,6556,519,4645,8501,1156,3720,4927
+,6939,3829,3713,2137,336,905,2395,7650,3604,789
+,1382,9856,2170,5156,7595,9906,8951,9119,4468,8272
+,304,1684,7376,7340,6757,7988,7229,8009,5914,9664
+,5888,1499,5840,3941,170,8739,6225,8721,3878,1335
-,1698,1098,7221,3140,7811,7256,6679,1377,4739,5832
+,2785,9085,6467,1343,4575,2972,702,6343,9115,4586
+,5424,6951,1117,5832,1802,4911,9476,9643,7370,2055
+,898,9378,5843,791,6244,9770,7140,3227,4492,8613
+,1204,9240,7620,5833,5735,7855,133,8845,8376,3511
+,5952,2157,9032,7415,2345,9273,3148,8794,1200,3272
+,7040,7966,7225,2228,416,6917,7977,3992,2049,3711
+,1003,1579,972,480,368,5407,8508,4322,9717,420
+,7349,7221,537,732,9281,4976,4137,9926,1574,6924
+,3915,8507,1590,1784,7538,3640,7269,4514,1023,7629
+,2365,5612,5959,9794,6747,8922,7462,7936,8619,8063
-,5373,9821,5167,6338,3270,6531,6794,2670,351,2472
+,5147,6766,2254,6980,3366,5535,1203,1065,1463,3481
+,1761,4575,6803,1107,3331,1574,8489,4821,9783,3112
+,1758,273,3094,3648,4215,1539,6752,7184,2786,4239
+,7782,933,8277,132,1004,1727,356,6123,3730,7824
+,1464,5381,2486,2459,9302,1172,9064,7943,4387,2209
+,7321,9171,2384,7005,9601,7784,7744,7428,442,3166
+,7216,7091,2039,2951,3234,4229,3333,4226,4689,5685
+,539,5368,2640,5246,2058,9218,6495,6508,5150,8195
+,3224,5021,7515,7995,1737,2653,2764,6791,5047,3385
+,6735,6526,1618,2754,6331,1700,7539,6650,2571,5489
-,3949,8245,7050,2673,4964,8777,3920,4515,3586,3285
+,1879,7016,3841,7568,6156,6355,4468,7302,622,9734
+,83,4635,6608,3802,1693,2815,9471,8137,5793,15
+,9918,2679,1982,7658,3415,8531,697,7022,8283,7478
+,5672,3798,7376,5260,6589,7103,9787,1481,5041,2867
+,9716,9229,8398,8693,1357,4947,6782,9137,4844,9588
+,3539,844,3099,9968,968,7969,7585,2004,7902,4459
+,1505,397,2871,4198,1504,9550,2115,6435,1903,8240
+,8540,9073,9345,8808,3145,3388,5234,3712,1653,2744
+,5127,4089,6127,2591,6825,3226,7062,7331,7499,1180
+,7929,9931,4884,6886,499,9959,4134,7651,7282,5467
-,9201,802,7298,2851,9520,2722,2293,942,5357,8425
+,1601,9603,6629,2553,1330,5095,9845,4155,2318,677
+,2074,2677,1529,292,2641,3332,4925,9880,4060,6388
+,5172,3043,6420,2925,2505,5936,7305,6314,7524,1746
+,8597,8301,9134,4332,7206,9551,3724,6843,4640,3927
+,3411,2293,7545,9912,9006,4598,6963,6571,7779,1606
+,9260,7105,3510,5558,2155,7303,7099,5639,2309,9411
+,6873,4074,2094,8216,2402,880,6922,3805,8868,5334
+,1623,7684,461,7874,1176,2365,1282,2321,6180,3490
+,2329,5059,7195,1583,1566,6576,8970,7459,7165,3121
+,8837,8734,4519,3085,4311,2400,4047,2850,2611,2808
-,8575,8047,9835,4213,8221,4356,5678,2755,9506,157
+,4933,3226,997,9820,2488,4001,5469,1123,7999,8784
+,4433,3889,2683,7316,6689,5985,2062,1397,8899,1717
